route_code,cost,start_location,end_location,estimated_travel_time,distance,avg_traffic_density,avg_fuel_consumption,historical_delays,weather_risk_factor,time_of_day_efficiency,day_of_week_efficiency,seasonal_factors,complexity_score,historical_incidents,id
R011,120.62643169653614,Rwamagana,Kibuye,2,268.86614827587607,0.2900771836956825,28.584960671832707,18.316734230273056,0.3259688600776518,"{""0"": 0.814360766805018, ""1"": 0.9259992714769201, ""2"": 0.8231139533697367, ""3"": 0.8119892829401354, ""4"": 0.876271716907939, ""5"": 0.941019541654173, ""6"": 0.7239408101980498, ""7"": 0.8133441870838369, ""8"": 0.9077366613442714, ""9"": 0.853515073493127, ""10"": 0.9783850391081461, ""11"": 0.8083306468046689, ""12"": 0.8327061653677166, ""13"": 0.8454342833982208, ""14"": 0.9727555653979884, ""15"": 0.9936770283894987, ""16"": 0.8815134283000359, ""17"": 0.9577502574684731, ""18"": 0.8661479143162678, ""19"": 0.8105486604920703, ""20"": 0.7566513328303905, ""21"": 0.8039413095411418, ""22"": 0.746268751517557, ""23"": 0.7175535500655185}","{""0"": 0.9775936448783665, ""1"": 0.8237214188333686, ""2"": 0.8493332811511654, ""3"": 0.865072454313922, ""4"": 0.8430610928822431, ""5"": 0.8835415625630724, ""6"": 0.807107472026928}","{""winter"": 0.7592949863619635, ""spring"": 0.9331577689054051, ""summer"": 0.9221029510106217, ""fall"": 0.9356359729284325}",2.083798933413904,8,11
R012,366.4335913483485,Kayonza,Nyamagabe,5,221.72881748791838,0.30272763752842946,25.208159267117495,24.090382377705524,0.734723606600605,"{""0"": 0.931778733025598, ""1"": 0.7942015930999106, ""2"": 0.7337481155787379, ""3"": 0.9054762237510782, ""4"": 0.9596806076549396, ""5"": 0.9630005623442897, ""6"": 0.7269172042334334, ""7"": 0.9356622210702643, ""8"": 0.9230955468048593, ""9"": 0.9884663520992243, ""10"": 0.9858647334498243, ""11"": 0.9812259417217374, ""12"": 0.7422132403556989, ""13"": 0.7772661461427809, ""14"": 0.7196023286077724, ""15"": 0.8249602080818468, ""16"": 0.8988803657433164, ""17"": 0.7504227151354436, ""18"": 0.9316099609140976, ""19"": 0.7346302278321949, ""20"": 0.8913217031736459, ""21"": 0.817330542696177, ""22"": 0.8445547484822498, ""23"": 0.934217622601531}","{""0"": 0.839801694970304, ""1"": 0.9832191638015617, ""2"": 0.8277161700319183, ""3"": 0.8519851782932885, ""4"": 0.9200536300880234, ""5"": 0.8382976301854639, ""6"": 0.811936662054461}","{""winter"": 0.7126831486542585, ""spring"": 0.9262741806941466, ""summer"": 0.9456114242076377, ""fall"": 0.8269635236870732}",6.086216400119256,14,12
R013,315.4265811647252,Rubavu,Gicumbi,7,440.53936781364456,0.4797036082590933,29.186408397121056,41.897421853583296,0.7914888580615571,"{""0"": 0.721327462250587, ""1"": 0.7835430120963431, ""2"": 0.8468224422489026, ""3"": 0.8717055386602959, ""4"": 0.8188378273509206, ""5"": 0.8256180936194101, ""6"": 0.8377346463336639, ""7"": 0.7035504593418098, ""8"": 0.9503308573978717, ""9"": 0.924955961180195, ""10"": 0.9474498624424551, ""11"": 0.9798425271111783, ""12"": 0.7294228620077081, ""13"": 0.944145549979996, ""14"": 0.9867046363330123, ""15"": 0.9421387109424866, ""16"": 0.7943434093401952, ""17"": 0.8034340801764817, ""18"": 0.9062185226337947, ""19"": 0.7350127225116114, ""20"": 0.9381293869691752, ""21"": 0.8354044356825087, ""22"": 0.774876722415073, ""23"": 0.9770032388899808}","{""0"": 0.9656566733480532, ""1"": 0.993126994786298, ""2"": 0.8504398234076568, ""3"": 0.8140755787213596, ""4"": 0.8521953553470591, ""5"": 0.9334047890433185, ""6"": 0.8666911339970668}","{""winter"": 0.8645879227196973, ""spring"": 0.9489295766327286, ""summer"": 0.9988751467834103, ""fall"": 0.8132220286843627}",6.0995043184658595,13,13
R014,132.18038669583262,Rubavu,Gisenyi,5,364.17400264039304,0.19281401448531696,28.061636976760493,28.41370700378392,0.12578552499896795,"{""0"": 0.8853582117225609, ""1"": 0.7728107929814155, ""2"": 0.8501828919051374, ""3"": 0.7381110919675998, ""4"": 0.8914651376954228, ""5"": 0.7064406319750796, ""6"": 0.8763687745728239, ""7"": 0.8262335506004663, ""8"": 0.9486483959616792, ""9"": 0.8898216678975632, ""10"": 0.8827468241984258, ""11"": 0.853457952066362, ""12"": 0.9255002591993443, ""13"": 0.8001545603428911, ""14"": 0.8748348863345475, ""15"": 0.9890623458326542, ""16"": 0.9971363671392595, ""17"": 0.7304123315577294, ""18"": 0.8575046226067519, ""19"": 0.9986463267031284, ""20"": 0.9325152455518684, ""21"": 0.9078715007241371, ""22"": 0.8426774127831791, ""23"": 0.7498084304987214}","{""0"": 0.936491337224502, ""1"": 0.932739821007522, ""2"": 0.9306793782472522, ""3"": 0.8616376690023267, ""4"": 0.9897741522383667, ""5"": 0.8296068201087268, ""6"": 0.9869707339501208}","{""winter"": 0.7228953789792842, ""spring"": 0.9603798825139515, ""summer"": 0.9783269109527171, ""fall"": 0.8215238892340935}",9.841132102462453,17,14
R015,456.3514043210283,Nyundo,Gisenyi,3,247.12993525503083,0.47747488782447034,20.145324128633455,39.66230656521267,0.33175603806754184,"{""0"": 0.7386777347958557, ""1"": 0.7280447837038708, ""2"": 0.7463529688822912, ""3"": 0.8614616143379638, ""4"": 0.9080229835060453, ""5"": 0.8846435114627242, ""6"": 0.8695190353767862, ""7"": 0.9329254341847235, ""8"": 0.8794501543386283, ""9"": 0.8158904947926932, ""10"": 0.7414790866343033, ""11"": 0.821905030332588, ""12"": 0.9671157652496345, ""13"": 0.760612964165576, ""14"": 0.9908742193922282, ""15"": 0.7973626363126819, ""16"": 0.8198087685861075, ""17"": 0.8146255489813391, ""18"": 0.7166611054727885, ""19"": 0.8987020332465866, ""20"": 0.7064741815023272, ""21"": 0.717457263651226, ""22"": 0.7694980815544602, ""23"": 0.736773737870197}","{""0"": 0.8992346123811219, ""1"": 0.9937262298113754, ""2"": 0.917241339003532, ""3"": 0.8710230602403555, ""4"": 0.8909962866148866, ""5"": 0.9104254708292012, ""6"": 0.9954078844074774}","{""winter"": 0.780992797360214, ""spring"": 0.8949511365440244, ""summer"": 0.9849740946669994, ""fall"": 0.9044996289751537}",5.002384559047454,0,15
R016,326.56842822813996,Butare,Gisenyi,10,484.94902722755216,0.8786484093028707,11.143780195470258,39.14732528158039,0.17832985281099786,"{""0"": 0.7826480398944711, ""1"": 0.8449761959333881, ""2"": 0.7357705664500462, ""3"": 0.7067684206585636, ""4"": 0.7279531915826741, ""5"": 0.9173648845086755, ""6"": 0.7554148297737389, ""7"": 0.7343750225949168, ""8"": 0.8645951102016006, ""9"": 0.9147160947493919, ""10"": 0.8885547600398375, ""11"": 0.9923038327173275, ""12"": 0.7596637680802036, ""13"": 0.8218040869904224, ""14"": 0.8746616864969096, ""15"": 0.8631994366869347, ""16"": 0.8495963689997991, ""17"": 0.7120766777475858, ""18"": 0.7322669862274378, ""19"": 0.7794151542294008, ""20"": 0.8290330932816883, ""21"": 0.7896229494480694, ""22"": 0.7590052157849433, ""23"": 0.7103089999607648}","{""0"": 0.972522278364993, ""1"": 0.8060491302118207, ""2"": 0.9776352784257599, ""3"": 0.9264151542719238, ""4"": 0.8399126657435996, ""5"": 0.8074104644794011, ""6"": 0.8618354895213018}","{""winter"": 0.8287516713011356, ""spring"": 0.9906837936509499, ""summer"": 0.9019738872782657, ""fall"": 0.8432223902198204}",4.220088615967047,1,16
R017,102.39953583048522,Kayonza,Kayonza,1,432.300916477898,0.7553207955279285,14.756229554285746,7.583382770798175,0.4358531433851872,"{""0"": 0.7698965861995146, ""1"": 0.8478632721902266, ""2"": 0.9953961677307566, ""3"": 0.8718709905625873, ""4"": 0.9624932487787696, ""5"": 0.8637752232390973, ""6"": 0.872547749456427, ""7"": 0.9646503798190369, ""8"": 0.9462340221904156, ""9"": 0.8257290459859604, ""10"": 0.7437575934947714, ""11"": 0.9082387627179483, ""12"": 0.8591211571861723, ""13"": 0.9861141103859479, ""14"": 0.7542462779124225, ""15"": 0.9558250354100226, ""16"": 0.7058121101647903, ""17"": 0.8468953446472574, ""18"": 0.8353302952984102, ""19"": 0.9620834699894446, ""20"": 0.8795974037395801, ""21"": 0.75303245154597, ""22"": 0.8768829454884711, ""23"": 0.8331949239807869}","{""0"": 0.8137650481684847, ""1"": 0.8303649700749512, ""2"": 0.8665299176288214, ""3"": 0.9323342338183086, ""4"": 0.9616631976876482, ""5"": 0.8688411561727968, ""6"": 0.9208003553664335}","{""winter"": 0.7615023173312379, ""spring"": 0.8357596173649399, ""summer"": 0.9252152343431528, ""fall"": 0.8154095984642288}",5.677840222478555,7,17
R018,206.59899831474257,Gisenyi,Rubavu,2,114.25895722931756,0.15695760208847284,10.934331476735988,28.44120099140501,0.6490865061234296,"{""0"": 0.8303938755987957, ""1"": 0.8108409980437796, ""2"": 0.9225504679488292, ""3"": 0.9614490873435788, ""4"": 0.9753263925061162, ""5"": 0.8728559880734374, ""6"": 0.7889024183392997, ""7"": 0.967382617972667, ""8"": 0.8181659144112978, ""9"": 0.9605545136073704, ""10"": 0.9102058044301025, ""11"": 0.8998005156548635, ""12"": 0.8506985155853635, ""13"": 0.8948446087508013, ""14"": 0.9785415250603652, ""15"": 0.7633689046453447, ""16"": 0.7507013388914426, ""17"": 0.7942307526741634, ""18"": 0.7523627872897102, ""19"": 0.9865659038884589, ""20"": 0.7027954731993072, ""21"": 0.9407367644353317, ""22"": 0.7056392679907402, ""23"": 0.7343560614892708}","{""0"": 0.8743534128536905, ""1"": 0.9732211615437187, ""2"": 0.9576849123107516, ""3"": 0.808852914746705, ""4"": 0.8893060051294812, ""5"": 0.923981815008573, ""6"": 0.8464235042266075}","{""winter"": 0.7911762649348484, ""spring"": 0.9952235924975482, ""summer"": 0.9204363865668118, ""fall"": 0.8062846865102361}",2.5039707752837677,9,18
R019,137.77330372876605,Nyanza,Rubavu,2,105.79489056508643,0.7960297492004378,26.352429471698432,10.805006826902945,0.7684916877171835,"{""0"": 0.9353147662360471, ""1"": 0.8032563536891875, ""2"": 0.899906968746913, ""3"": 0.7227300701262234, ""4"": 0.7759358436886151, ""5"": 0.9913641477797057, ""6"": 0.7208534962186762, ""7"": 0.9171984473326169, ""8"": 0.7325122338855399, ""9"": 0.9546410802931393, ""10"": 0.9343564630038599, ""11"": 0.7395022487771068, ""12"": 0.8977961778697658, ""13"": 0.7645885902721211, ""14"": 0.7066540874008747, ""15"": 0.9274191003591983, ""16"": 0.7538558161616755, ""17"": 0.7979387905149862, ""18"": 0.751078552945146, ""19"": 0.7325902464024782, ""20"": 0.998386829499362, ""21"": 0.7535287812280829, ""22"": 0.9914940830802539, ""23"": 0.9529001650152591}","{""0"": 0.8298290773323147, ""1"": 0.8277260234452027, ""2"": 0.8614078040287609, ""3"": 0.9217976791026756, ""4"": 0.9372813768261623, ""5"": 0.9259837407514854, ""6"": 0.9836273659691274}","{""winter"": 0.8813956443859722, ""spring"": 0.8665404782465747, ""summer"": 0.9497423574503403, ""fall"": 0.8073697719238906}",8.695210972173225,15,19
R020,438.37621569451915,Huye,Kayonza,7,429.800993246332,0.760730167606977,28.6842106400359,31.386438759628035,0.7860394244628552,"{""0"": 0.7490660596918923, ""1"": 0.8239990715994274, ""2"": 0.7033101493839118, ""3"": 0.9396273830666468, ""4"": 0.769171738957056, ""5"": 0.8424369252642818, ""6"": 0.8714460740223162, ""7"": 0.7400916140436542, ""8"": 0.8407139008586879, ""9"": 0.8595487974098618, ""10"": 0.7319199570743693, ""11"": 0.7330267152857878, ""12"": 0.832221328837937, ""13"": 0.9293242828498915, ""14"": 0.9404561176044796, ""15"": 0.7470565460080999, ""16"": 0.8994766361396368, ""17"": 0.7460768163423096, ""18"": 0.8895223920098588, ""19"": 0.8201964418152642, ""20"": 0.7285828600973148, ""21"": 0.7382972975529412, ""22"": 0.8368435742286867, ""23"": 0.9341100209700914}","{""0"": 0.9714523289125798, ""1"": 0.9659908576351433, ""2"": 0.9484843862440189, ""3"": 0.9311262262769462, ""4"": 0.9417545370411732, ""5"": 0.9946436807595711, ""6"": 0.8387040816870481}","{""winter"": 0.8439371451329611, ""spring"": 0.8978210207074032, ""summer"": 0.9571816605032288, ""fall"": 0.9115503082744258}",4.906714979963111,0,20
R021,247.2542302017612,Kirehe,Gicumbi,2,290.4296490931822,0.40677756833532097,28.942904452569977,34.71841851206996,0.6310589291549371,"{""0"": 0.812008523511277, ""1"": 0.8807034578851529, ""2"": 0.924126066556483, ""3"": 0.7743578333553061, ""4"": 0.9947302649444656, ""5"": 0.887372640348643, ""6"": 0.7771434773018545, ""7"": 0.9602681232611587, ""8"": 0.9565067810942434, ""9"": 0.9479128671168396, ""10"": 0.7541352950888338, ""11"": 0.9981321078484983, ""12"": 0.8403041968182343, ""13"": 0.7230499717766287, ""14"": 0.8304070309347169, ""15"": 0.9657284466599361, ""16"": 0.808586605880587, ""17"": 0.8242809622457423, ""18"": 0.7910102868880073, ""19"": 0.8532322756546615, ""20"": 0.77793948489028, ""21"": 0.772053615189194, ""22"": 0.8281048754592046, ""23"": 0.7699509031328388}","{""0"": 0.8039057210600298, ""1"": 0.9225011807249406, ""2"": 0.9018888309314538, ""3"": 0.9658891604916613, ""4"": 0.8200453907085254, ""5"": 0.8321761859181301, ""6"": 0.9778755496141727}","{""winter"": 0.8560581277587426, ""spring"": 0.9662036441274169, ""summer"": 0.999550976872695, ""fall"": 0.8580139959773115}",2.9454695912035067,9,21
R022,279.18497219189356,Huye,Kamonyi,1,307.3357509104835,0.8955737917702767,16.17745108667023,58.81681076812468,0.38606620370244893,"{""0"": 0.7911651102705242, ""1"": 0.8880315742207161, ""2"": 0.721298460022312, ""3"": 0.9016424473646569, ""4"": 0.7700546523063158, ""5"": 0.9533775530553625, ""6"": 0.8911178988512996, ""7"": 0.8531102931399575, ""8"": 0.8611405590996898, ""9"": 0.7590659186912548, ""10"": 0.8616010542997734, ""11"": 0.7698164613806959, ""12"": 0.75346523416451, ""13"": 0.7079033284031693, ""14"": 0.9548240281917004, ""15"": 0.8184944003411996, ""16"": 0.7943864126487122, ""17"": 0.9673091448558059, ""18"": 0.7885997247451164, ""19"": 0.8405598176243301, ""20"": 0.7870520115225265, ""21"": 0.8576849453367036, ""22"": 0.8258142028953659, ""23"": 0.9832462477253587}","{""0"": 0.8438819565332585, ""1"": 0.9623749393928975, ""2"": 0.9845419385805347, ""3"": 0.8258188355812048, ""4"": 0.9344048120527386, ""5"": 0.8365164729818606, ""6"": 0.8181800224986893}","{""winter"": 0.7568263396424832, ""spring"": 0.8753067203510561, ""summer"": 0.9980327380226565, ""fall"": 0.8834702791368713}",5.924291828815186,12,22
