license_plate,model,capacity,category,status,total_trips,total_distance_travelled,manufacture_year,fuel_efficiency,maintenance_score,last_maintenance_date,maintenance_frequency,engine_hours,idle_time_percentage,avg_speed,emissions_data,tire_wear_rate,breakdown_frequency,sensor_data_json,operational_cost_per_mile,driver_id,route_id,id
VEH0011,Isuzu FRR,81,Cab,active,250,2864.220178695679,2015,15.886611986513564,0.5631437435016582,2024-12-30,81,4349.565985630123,0.1566021688240074,59.80691801904495,"{""co2"": 249.5854950581666, ""nox"": 15.929493932752177}",0.007569689813542341,0.007430758816633828,"{""engine_temp"": 195.1591064534938, ""oil_pressure"": 30.571334424680625, ""battery"": 13.389383465009328}",1.194959766755444,1224.0,472.0,11
VEH0012,Hino 300 Series,64,Cab,inactive,239,76599.35167768154,2022,10.639760263984702,0.7565909874016733,2025-02-28,35,14775.901188760015,0.11546019230181141,50.17668478728717,"{""co2"": 202.59787960019617, ""nox"": 35.19401184707277}",0.0018189440443794537,0.007941491635468607,"{""engine_temp"": 204.60468527442063, ""oil_pressure"": 49.17782345660527, ""battery"": 13.995080980762177}",1.5338171640281761,492.0,184.0,12
VEH0013,Toyota Hiace,14,Coaster,active,48,12996.856912284395,2016,14.459452793371085,0.5443922230532048,2024-11-20,118,3727.736185910691,0.28369892595718427,34.15351350531761,"{""co2"": 138.56701040425045, ""nox"": 12.724108639276452}",0.005055139742686228,0.02727735592697263,"{""engine_temp"": 184.84498799065497, ""oil_pressure"": 50.5383820595182, ""battery"": 13.272995823659965}",1.9120598283253751,,18.0,13
VEH0014,Ford Ranger,30,Coaster,active,268,37334.90526617461,2010,14.914173118067758,0.777664771535329,2025-01-18,83,10341.597837392173,0.1482111603984264,31.10247571009964,"{""co2"": 261.6384329397401, ""nox"": 49.078364006905}",0.004305317187160368,0.005973102609967018,"{""engine_temp"": 197.0095603577858, ""oil_pressure"": 38.39077928876447, ""battery"": 13.159311537402719}",0.5100065501948434,818.0,63.0,14
VEH0015,Hino 300 Series,94,Cab,active,198,5896.709153605692,2010,9.56795835880633,0.5148342064048259,2025-03-23,117,15841.930845688277,0.08089303744533412,40.66922747140409,"{""co2"": 207.3334808430812, ""nox"": 48.1120110789901}",0.0027040282992276104,0.00817087544901473,"{""engine_temp"": 204.75308467783785, ""oil_pressure"": 34.69532882081536, ""battery"": 12.77155721040682}",1.6685068419427045,927.0,264.0,15
VEH0016,Nissan Civilian,16,Coaster,maintenance,297,8720.126110297588,2016,8.993701708513361,0.5941593715214792,2025-01-13,99,3808.307049599865,0.2226686770636127,39.13808702449091,"{""co2"": 126.40790485951939, ""nox"": 15.514415875334656}",0.008937497410150083,0.026493633406428612,"{""engine_temp"": 188.83547640276737, ""oil_pressure"": 42.31940070918387, ""battery"": 12.914228225851094}",1.1412690279826236,262.0,,16
VEH0017,Mercedes-Benz Actros,86,Cab,maintenance,215,18408.659367700362,2023,19.014268722623058,0.8259740958186246,2025-01-16,57,14681.759829555,0.2920559739490043,47.518228691944884,"{""co2"": 263.2823881104034, ""nox"": 33.3565379999988}",0.0032164223261464298,0.04925253926300833,"{""engine_temp"": 184.5365104267777, ""oil_pressure"": 60.4499212040705, ""battery"": 13.232781282695775}",1.6369854300487794,404.0,,17
VEH0018,Mitsubishi Pajero,36,Coaster,maintenance,134,65703.65377398688,2020,15.266419583671246,0.8609683069896285,2024-12-10,133,13916.133406448635,0.05559652960692914,47.150430692975405,"{""co2"": 282.3280886032122, ""nox"": 20.615887109150037}",0.0070144112597081455,0.0030763078203430694,"{""engine_temp"": 181.3682523133014, ""oil_pressure"": 36.71769742593632, ""battery"": 13.844023534415367}",0.7656314300108964,1347.0,371.0,18
VEH0019,Higer KLQ6112,58,Coach,active,196,93264.77512487238,2021,7.482118139929687,0.5006884226516082,2024-11-24,111,9944.553005274629,0.2596000383888516,59.98102196397822,"{""co2"": 185.05066300020525, ""nox"": 15.167585433115661}",0.0073512894437155595,0.017420137341382314,"{""engine_temp"": 192.91862101483477, ""oil_pressure"": 36.596119191938804, ""battery"": 12.694480005122879}",1.7098316684247128,1378.0,312.0,19
VEH0020,Isuzu FRR,52,Cab,inactive,101,21503.652136466968,2022,10.419293130318804,0.5490190254061886,2024-11-28,76,16966.219426041076,0.20025367763830115,52.45353468471645,"{""co2"": 156.16534533838035, ""nox"": 20.09800584472112}",0.005143931540587708,0.028916599610928233,"{""engine_temp"": 195.95268780803198, ""oil_pressure"": 62.23512602591758, ""battery"": 13.113497071964686}",1.41941841742198,,477.0,20
VEH0021,Toyota Hilux,50,Coaster,maintenance,72,76751.7086633514,2020,12.603463092089822,0.654124052507936,2024-11-05,37,5436.778705681123,0.17929191096751734,53.5996823018807,"{""co2"": 144.94325386539793, ""nox"": 17.22901484999783}",0.004587248163500092,0.04349729319701379,"{""engine_temp"": 193.4875142276308, ""oil_pressure"": 36.31638214940734, ""battery"": 12.747627387860197}",0.7145617595733708,,,21
VEH0022,Yutong ZK6122H9,56,Coach,inactive,74,92403.52455695765,2013,9.191348205005914,0.633504513328905,2024-10-17,125,18711.335691300406,0.11750771927004512,31.735376595313667,"{""co2"": 230.746404829273, ""nox"": 34.121736296765235}",0.00590002546857815,0.01758162384391424,"{""engine_temp"": 207.46872756432467, ""oil_pressure"": 45.65792633609986, ""battery"": 12.10209986569407}",1.990520410422207,,,22
VEH0023,Mercedes-Benz Actros,72,Cab,active,185,98971.77158413027,2018,14.264940689937522,0.5663907166613507,2025-01-30,32,3286.872735263306,0.16103866789159071,36.860418659993435,"{""co2"": 146.71858880221785, ""nox"": 11.20866953028302}",0.008775826254973893,0.030130920389706734,"{""engine_temp"": 219.49326164280848, ""oil_pressure"": 36.25043104757099, ""battery"": 13.670660931018228}",1.1302639950542324,,,23
VEH0024,Nissan Civilian,15,Coaster,inactive,146,38440.89032822046,2012,18.952856839172583,0.5561314717912232,2024-10-31,75,19093.067169850525,0.1721611867147111,59.83769725613641,"{""co2"": 179.61940749239, ""nox"": 43.71588171028468}",0.007810379259790925,0.022673551683184585,"{""engine_temp"": 198.73839313917938, ""oil_pressure"": 40.2499096043629, ""battery"": 13.546660507111474}",1.7790202442583412,1470.0,382.0,24
VEH0025,Mitsubishi Rosa,17,Coaster,inactive,293,54179.359398623186,2023,11.790150866764765,0.8025882682716485,2024-11-03,93,12881.330986358198,0.15909902976977663,46.61352225259513,"{""co2"": 245.40096775009314, ""nox"": 31.821213927619183}",0.004461548946158337,0.040729165036497525,"{""engine_temp"": 216.52787121026915, ""oil_pressure"": 60.15796020800275, ""battery"": 12.792709850223968}",1.4893348241645616,953.0,193.0,25
VEH0026,Sinotruk HOWO,93,Cab,maintenance,92,30905.740688678216,2022,5.84381097534412,0.5712719270206235,2024-11-14,42,14013.616645934304,0.23626024282846414,38.539723372539726,"{""co2"": 217.93190455977413, ""nox"": 28.695108753322135}",0.007532407964634552,0.025684461067851036,"{""engine_temp"": 217.53891615789203, ""oil_pressure"": 65.12452603637837, ""battery"": 13.73484175991032}",1.309722663569253,307.0,23.0,26
VEH0027,Hino 300 Series,93,Cab,maintenance,21,27343.735452472145,2011,5.200041463862097,0.6575542236209576,2025-01-13,71,1308.4770977308128,0.1090527817285858,42.51837729116436,"{""co2"": 218.52969906809233, ""nox"": 37.693989527553704}",0.006008502764571612,0.02369608381405283,"{""engine_temp"": 195.74679054062196, ""oil_pressure"": 69.16741711108315, ""battery"": 12.479441606085912}",0.8841888800087885,240.0,386.0,27
VEH0028,Golden Dragon XML6127,59,Coach,maintenance,92,39956.647819356855,2020,5.338870813678734,0.8180699770521299,2024-11-12,51,13453.294989799215,0.2699641615476353,49.75787768961277,"{""co2"": 286.8702010611922, ""nox"": 29.54552948160364}",0.007209525054734838,0.04802341252729235,"{""engine_temp"": 209.43974570264962, ""oil_pressure"": 51.86767600198252, ""battery"": 13.625241531914412}",1.1314773202527932,910.0,344.0,28
VEH0029,Higer KLQ6112,53,Coach,maintenance,34,21571.473713931213,2011,17.095595321185158,0.6227747940342381,2025-01-01,115,5331.723904773821,0.26594037573809365,34.18393682082733,"{""co2"": 270.41491615533886, ""nox"": 13.416347041722684}",0.006799824242109898,0.002615254125234352,"{""engine_temp"": 185.9646661203593, ""oil_pressure"": 60.039213003922605, ""battery"": 12.575679964794888}",1.8369820607513614,352.0,454.0,29
VEH0030,Sinotruk HOWO,64,Cab,inactive,226,85148.30723663738,2013,8.189994060715165,0.789330162233574,2025-03-04,140,2924.548389541802,0.2673198635251464,39.809751653821365,"{""co2"": 232.31485264187677, ""nox"": 22.275581838306906}",0.008747042932654362,0.005753977767725227,"{""engine_temp"": 216.49934345361993, ""oil_pressure"": 49.93341640440986, ""battery"": 12.828981485022423}",0.5106355138085905,10.0,370.0,30
VEH0031,Isuzu D-Max,48,Coaster,inactive,270,19141.68023202286,2016,9.252237931843933,0.7615915320104012,2024-11-27,127,3234.160064233774,0.08364720791502091,34.47083418950869,"{""co2"": 263.965748280978, ""nox"": 45.426441893143746}",0.006863599730574086,0.009694861188980733,"{""engine_temp"": 213.19962010664628, ""oil_pressure"": 60.68587198145344, ""battery"": 13.893693232090225}",1.7237106194283724,826.0,,31
VEH0032,Golden Dragon XML6127,35,Coach,active,264,64357.79362761633,2023,11.117569132419746,0.6881759890713977,2024-12-16,153,12546.165366069863,0.09674042038014498,44.716940294355766,"{""co2"": 287.09781485085716, ""nox"": 42.953145504101265}",0.004149516536906161,0.02696014606146034,"{""engine_temp"": 206.36147633977103, ""oil_pressure"": 40.89661619047622, ""battery"": 12.802679550391465}",0.8972108143569824,635.0,493.0,32
VEH0033,Mercedes-Benz Actros,61,Cab,maintenance,19,31479.687345573697,2012,18.34242174588386,0.6228938470180928,2024-12-30,131,12580.0501910459,0.13325032761741995,30.21528735000679,"{""co2"": 251.15976280631273, ""nox"": 47.87721319600657}",0.005999903905185682,0.04060602957970979,"{""engine_temp"": 218.14875262346806, ""oil_pressure"": 43.916588947947254, ""battery"": 12.4353689792362}",0.7413086687431327,,137.0,33
VEH0034,Toyota Hiace,16,Coaster,active,241,93500.19369715218,2018,19.033176770719546,0.5841111160114505,2024-11-08,160,1084.6851900087488,0.07019725018548019,30.735841023636173,"{""co2"": 194.32252011544455, ""nox"": 22.285279426352368}",0.001063338744378153,0.00731883502325172,"{""engine_temp"": 183.99753585383863, ""oil_pressure"": 42.15206673954154, ""battery"": 12.621405175673218}",1.8708663522629252,1237.0,,34
VEH0035,Mitsubishi Rosa,15,Coaster,active,255,24157.493405389076,2010,5.280073612958323,0.6849006847034914,2025-01-01,179,3735.483439623718,0.05897271888720908,53.747877068082595,"{""co2"": 103.19424675877163, ""nox"": 32.21742674850977}",0.007719508835293713,0.008115593426659384,"{""engine_temp"": 180.26407326753818, ""oil_pressure"": 52.385664031488965, ""battery"": 12.153036593337237}",1.526859490551805,524.0,,35
VEH0036,Toyota Hiace,18,Coaster,inactive,92,55537.67834734497,2019,5.683030558255441,0.6623415243318769,2024-10-13,59,13252.774987935703,0.2406381774837224,51.20409830823441,"{""co2"": 128.01810877814387, ""nox"": 19.646317735711264}",0.00735857750086584,0.005064851080468355,"{""engine_temp"": 193.69608548514503, ""oil_pressure"": 46.52318850977139, ""battery"": 12.877711245934123}",1.2975756116430905,799.0,119.0,36
VEH0037,Toyota Coaster,15,Coaster,inactive,286,57502.37083001391,2013,12.92566261974543,0.8111682209768861,2025-01-13,123,16808.897449680608,0.16367636751729142,38.19791953147057,"{""co2"": 210.4522147515005, ""nox"": 13.859851555993945}",0.005174570074238661,0.013255973482927352,"{""engine_temp"": 203.53830026451246, ""oil_pressure"": 62.846480551548225, ""battery"": 13.957243919664494}",1.011564100152454,,451.0,37
VEH0038,Mitsubishi Rosa,16,Coaster,maintenance,124,97628.06176579496,2010,16.20098886699129,0.7195675720960354,2024-11-10,36,7616.406196430059,0.27580194290153237,50.87304752295708,"{""co2"": 225.97423450422716, ""nox"": 22.724438160328837}",0.005874973937604022,0.03056866981263096,"{""engine_temp"": 207.15660319285163, ""oil_pressure"": 36.13829053593862, ""battery"": 13.411095555120443}",0.9735867826899494,102.0,229.0,38
VEH0039,Ford Ranger,44,Coaster,maintenance,171,14691.498452517306,2022,15.56157708775038,0.664503165724424,2024-10-21,143,4084.8623385140763,0.25187629717488846,30.68664524528072,"{""co2"": 269.69395835334905, ""nox"": 17.666015245676014}",0.009205260449297457,0.01081856769117064,"{""engine_temp"": 205.64611813405202, ""oil_pressure"": 40.060008301400465, ""battery"": 12.513665479334014}",1.6949962364344222,602.0,6.0,39
VEH0040,Mitsubishi Rosa,14,Coaster,active,249,90335.87506841455,2010,6.967919458787755,0.822798742319887,2025-02-14,64,2931.5478798126487,0.25661311887641924,41.245428666644415,"{""co2"": 235.04744301296293, ""nox"": 29.713520590853292}",0.007387910456242461,0.04226341293791495,"{""engine_temp"": 187.10897232976083, ""oil_pressure"": 42.91135360314022, ""battery"": 12.586026484439058}",1.7548920148174134,1268.0,229.0,40
VEH0041,Toyota Hiace,16,Coaster,active,18,20537.924215669605,2013,5.359719030909085,0.8007938541619324,2024-10-20,135,10475.562390759587,0.10960900485766394,56.84452649633174,"{""co2"": 127.57683373000397, ""nox"": 35.8726333691818}",0.002684022567383675,0.003668593439012923,"{""engine_temp"": 198.34410182771796, ""oil_pressure"": 33.70223032758809, ""battery"": 13.365716947487684}",0.9980917006012079,532.0,331.0,41
VEH0042,Nissan Hardbody,48,Coaster,maintenance,237,89971.52240687137,2021,6.345244277398175,0.8475955406602451,2025-02-16,174,15348.82107994354,0.1050763783472529,39.023633495230094,"{""co2"": 181.9657196171152, ""nox"": 14.528339206288944}",0.0038378143251152352,0.020729276317268303,"{""engine_temp"": 185.79043521091126, ""oil_pressure"": 66.75363335392284, ""battery"": 12.558823422326173}",1.2804671247852981,877.0,,42
VEH0043,Isuzu D-Max,29,Coaster,maintenance,207,89942.59322635259,2018,15.966923352021908,0.7141544699317399,2024-12-28,145,6999.96379911711,0.21040959177280472,33.20598300684032,"{""co2"": 287.65473954231925, ""nox"": 39.972668369784}",0.005093309212106285,0.02516930098888207,"{""engine_temp"": 184.38827941019807, ""oil_pressure"": 30.519991823141655, ""battery"": 13.960507663407661}",1.9900240391616446,553.0,,43
VEH0044,Toyota Coaster,17,Coaster,active,223,70542.22466028761,2021,16.036849002226656,0.6808291695488439,2024-12-28,63,13405.352456478102,0.290594792320034,52.36257236357128,"{""co2"": 152.18184286517612, ""nox"": 34.70698495613327}",0.005847794545822043,0.035266301946086404,"{""engine_temp"": 212.49917385955828, ""oil_pressure"": 59.01932871261594, ""battery"": 12.329522645068575}",1.239582077340737,422.0,276.0,44
VEH0045,Sinotruk HOWO,85,Cab,maintenance,258,43936.91017180835,2019,5.95855547118063,0.5297199473144821,2025-02-26,157,14051.477387585706,0.08022763083150068,47.591976140415824,"{""co2"": 102.57390585006286, ""nox"": 49.47476629314529}",0.001005650592559918,0.02038582554466709,"{""engine_temp"": 207.03482328600626, ""oil_pressure"": 55.24369645081932, ""battery"": 13.564696580534333}",1.6796943131481104,477.0,109.0,45
VEH0046,Nissan Civilian,16,Coaster,maintenance,211,83873.33315781377,2020,8.439656674712452,0.8214111843739972,2024-12-15,156,18444.986980732334,0.25011843298733877,43.289825909409714,"{""co2"": 193.98909607246839, ""nox"": 31.133838570348743}",0.005373536027840573,0.028750994593064613,"{""engine_temp"": 188.50926851547132, ""oil_pressure"": 37.40392462406776, ""battery"": 12.487438920208895}",1.1593276450471497,1255.0,17.0,46
VEH0047,Ford Ranger,35,Coaster,active,231,73041.61113723603,2015,19.488415945811425,0.5460910732478121,2025-03-10,51,17870.819248621476,0.12514724277710454,37.05992515252315,"{""co2"": 298.74844870465097, ""nox"": 44.277510439054105}",0.0037817452141384006,0.01717494432385078,"{""engine_temp"": 182.13161481700513, ""oil_pressure"": 66.8311851331361, ""battery"": 12.642883372047391}",1.062313611063209,179.0,,47
VEH0048,Mercedes-Benz Actros,56,Cab,inactive,151,13401.049863105423,2018,13.96780888332355,0.613747026821147,2025-01-21,98,10416.289827209193,0.16005007432817847,33.85314425281461,"{""co2"": 145.15451902354687, ""nox"": 13.045845648999514}",0.0014918318222859799,0.010296503424025601,"{""engine_temp"": 185.13799068753931, ""oil_pressure"": 60.87829378113186, ""battery"": 13.039698114461101}",1.9403763045153515,944.0,180.0,48
VEH0049,Toyota Hiace,18,Coaster,maintenance,26,39427.73856083237,2022,11.12924793466457,0.8787537533312306,2024-11-27,168,17329.603621628557,0.24741725641680057,40.77678523287838,"{""co2"": 168.26750507149907, ""nox"": 39.86345065800801}",0.00921138755075326,0.009221693146367713,"{""engine_temp"": 181.5594118348302, ""oil_pressure"": 51.171152335255286, ""battery"": 12.757309121093186}",1.6999438865056609,,,49
VEH0050,Nissan Civilian,15,Coaster,active,30,89739.75951620817,2023,18.76421469022416,0.5549972384165891,2025-03-31,104,13855.314805305945,0.13196004060266125,30.394090909285996,"{""co2"": 184.01858852600648, ""nox"": 19.841014104622353}",0.0024531414111586985,0.04358399980004257,"{""engine_temp"": 180.33917388396313, ""oil_pressure"": 38.562956643396014, ""battery"": 13.40152621015552}",1.6930042905373799,396.0,,50
VEH0051,Golden Dragon XML6127,50,Coach,inactive,66,13892.760103240693,2016,7.848157571495156,0.8743784383466708,2024-10-28,60,12986.533715334126,0.2047352603420311,36.44956816953159,"{""co2"": 105.74972477137688, ""nox"": 18.395725493658937}",0.008792602351448912,0.009922656581289761,"{""engine_temp"": 181.05599751584157, ""oil_pressure"": 68.30188083512095, ""battery"": 12.730563952035178}",1.9796513556552011,1417.0,37.0,51
VEH0052,Yutong ZK6122H9,27,Coach,active,166,35349.290839412606,2014,6.027927579977911,0.7665911974471797,2024-11-02,68,9698.229126909135,0.08834802106427429,40.88204601404003,"{""co2"": 203.96210274822258, ""nox"": 35.427292987627496}",0.0026195917346173198,0.007987393561732089,"{""engine_temp"": 189.74383105300322, ""oil_pressure"": 31.262635823133003, ""battery"": 13.172568647384828}",0.5971159156000095,333.0,459.0,52
VEH0053,Golden Dragon XML6127,54,Coach,active,189,19679.081440860846,2012,5.0789963321581295,0.696232274624643,2024-12-29,63,1474.0082028349298,0.20743315909932175,32.46661242231191,"{""co2"": 163.8185567623047, ""nox"": 17.559275239655577}",0.00626741530731092,0.02758171355853099,"{""engine_temp"": 216.39077359600148, ""oil_pressure"": 65.00067142134108, ""battery"": 12.464619736676928}",0.7848822145093257,1126.0,271.0,53
VEH0054,Higer KLQ6112,42,Coach,active,172,44246.91535627001,2010,15.122243573846104,0.6740028673953216,2025-01-27,97,18866.103853935114,0.10205301250203165,48.19606933310036,"{""co2"": 137.6289664446213, ""nox"": 39.07362212583351}",0.005620257912975735,0.013825593567738614,"{""engine_temp"": 214.78573357200105, ""oil_pressure"": 59.79425610946571, ""battery"": 13.728224078674257}",0.8017175922805526,1050.0,161.0,54
VEH0055,Nissan Civilian,14,Coaster,inactive,175,54248.24358430425,2017,10.860198769267342,0.6272340514389088,2025-01-15,115,8034.770323445232,0.13127364832461969,46.20373935545797,"{""co2"": 189.52441115983578, ""nox"": 35.39544200006617}",0.005465666263896211,0.031032542870623885,"{""engine_temp"": 197.52537067541994, ""oil_pressure"": 43.63414515903469, ""battery"": 12.452109014257102}",1.3219540437014878,117.0,259.0,55
VEH0056,Mitsubishi Rosa,18,Coaster,active,160,72936.52308090356,2021,16.62079280372048,0.7437520703035156,2025-01-05,179,5585.283051277477,0.10522564274994202,56.93171870706612,"{""co2"": 152.56328081152375, ""nox"": 14.888336402858474}",0.008588433942678126,0.04372018005039684,"{""engine_temp"": 218.43855913707546, ""oil_pressure"": 37.78979126166001, ""battery"": 13.26578814366426}",0.6389976606949404,,350.0,56
VEH0057,Yutong ZK6122H9,39,Coach,inactive,57,60973.94581212436,2016,11.818131802876385,0.6159055440735638,2024-10-16,67,6266.164535383704,0.14175521470812025,32.273618408197734,"{""co2"": 229.23075358225702, ""nox"": 45.45035212627432}",0.007337745976813459,0.03904429150106389,"{""engine_temp"": 187.6137090031751, ""oil_pressure"": 53.56414005424375, ""battery"": 13.255786673523938}",1.0859733942693293,245.0,136.0,57
VEH0058,Nissan Civilian,18,Coaster,active,189,95228.60795786294,2011,10.598094418327939,0.7934122952535088,2024-11-26,171,4410.723453371418,0.09282043729902524,44.04253425525681,"{""co2"": 259.4304745202337, ""nox"": 22.098279839227537}",0.004097704284514552,0.03373329688421537,"{""engine_temp"": 215.72667163056133, ""oil_pressure"": 44.81454797994816, ""battery"": 13.855482988748209}",0.5845820494134695,1097.0,304.0,58
VEH0059,Higer KLQ6112,49,Coach,active,164,24873.63891639301,2017,14.814242347706706,0.8644767676115768,2025-03-12,171,8332.678277718158,0.26632184159864764,57.66297088363338,"{""co2"": 155.14557082673886, ""nox"": 42.318318596762204}",0.004771202120882688,0.002132167982775853,"{""engine_temp"": 180.54211304824656, ""oil_pressure"": 33.109697778107765, ""battery"": 13.329666499190676}",0.9461931455842082,1491.0,,59
VEH0060,Hino 300 Series,83,Cab,inactive,285,84210.3142841575,2010,5.011098837355553,0.6007793342669304,2025-03-28,58,1345.7618648960802,0.28078731972416504,43.07480406380326,"{""co2"": 247.69731068970182, ""nox"": 18.697738170031148}",0.005882119941706921,0.04877847778481612,"{""engine_temp"": 193.83298868132403, ""oil_pressure"": 61.129831597782506, ""battery"": 12.399022520534812}",0.5368372605298761,134.0,14.0,60
VEH0061,Nissan Civilian,18,Coaster,maintenance,22,8019.3988109152615,2017,9.02587020916694,0.547897495096156,2025-02-14,176,1630.4868874591064,0.0581073157188889,59.4183628508322,"{""co2"": 277.72876127616314, ""nox"": 39.062734860997246}",0.004722223536448836,0.03435057211043377,"{""engine_temp"": 201.64022719827142, ""oil_pressure"": 64.14295592381923, ""battery"": 13.663689483702125}",1.385884604519366,325.0,161.0,61
VEH0062,Yutong ZK6122H9,57,Coach,maintenance,10,17646.035098274304,2016,14.875170040927202,0.8304934989420344,2024-10-26,70,19188.394689870638,0.0801938972440547,42.37796772138537,"{""co2"": 203.30982798309086, ""nox"": 47.93792820267819}",0.00835491501188428,0.009813935649831976,"{""engine_temp"": 181.03166911903418, ""oil_pressure"": 34.81786075397813, ""battery"": 13.120543278128597}",1.5916782523021429,932.0,327.0,62
VEH0063,Ford Ranger,30,Coaster,inactive,247,13691.750290917891,2022,12.779974860047574,0.5905491777659454,2024-10-24,122,3235.8266627228036,0.18043697851162593,30.922911822415962,"{""co2"": 247.02947256827954, ""nox"": 24.585868365384233}",0.0052745700060592435,0.04246314355182814,"{""engine_temp"": 204.57847250755822, ""oil_pressure"": 65.06910613751573, ""battery"": 13.546594616365017}",1.3172816658013835,,380.0,63
VEH0064,Toyota RAV4,48,Coaster,maintenance,235,98701.64510962751,2012,11.524507674180096,0.8109449488667899,2025-03-13,142,4152.569251864579,0.2696804541645245,46.24187369428027,"{""co2"": 133.82110753547448, ""nox"": 47.154222672249674}",0.009259772807795191,0.02783047116846536,"{""engine_temp"": 206.16957194317567, ""oil_pressure"": 40.15872711713822, ""battery"": 12.720519267660674}",1.6546445435378339,694.0,,64
