license_plate,model,capacity,category,status,total_trips,total_distance_travelled,manufacture_year,fuel_efficiency,maintenance_score,last_maintenance_date,maintenance_frequency,engine_hours,idle_time_percentage,avg_speed,emissions_data,tire_wear_rate,breakdown_frequency,sensor_data_json,operational_cost_per_mile,driver_id,route_id,id
VEH0011,YuTong,99,Cab,active,180,13158.578010605494,2019,11.367777771894119,0.8906968352300786,2024-11-22,123,12346.34624766219,0.27323550923859236,35.065989586610684,"{""co2"": 138.98656055982605, ""nox"": 44.24128420551622}",0.007021544075367476,0.027726168002638187,"{""engine_temp"": 214.00605815315507, ""oil_pressure"": 46.65958001863139, ""battery"": 13.065439916060269}",1.5037832643283053,478.0,303.0,11
VEH0012,YuTong,57,Cab,maintenance,193,73493.41423377921,2010,18.79988917667817,0.902873427085072,2024-11-11,84,16067.159130848113,0.2818733426977299,35.05506166383735,"{""co2"": 206.38576577599622, ""nox"": 10.010204187191075}",0.0024113041613557833,0.04990372381300584,"{""engine_temp"": 204.15062306796773, ""oil_pressure"": 65.54381585087208, ""battery"": 12.274754470871628}",1.972707619752836,209.0,239.0,12
VEH0013,Isuzu D-Max,55,Coaster,active,21,47333.44014600323,2010,18.496269414005393,0.5454886278973423,2024-10-17,71,9927.234533140361,0.222516480675298,59.03728756209806,"{""co2"": 269.76211868967107, ""nox"": 10.27564426436848}",0.00543655979269926,0.0221207664650233,"{""engine_temp"": 201.75238150808465, ""oil_pressure"": 62.13441054227389, ""battery"": 12.61613722774341}",1.4376006320755503,716.0,,13
VEH0014,Isuzu D-Max,31,Cab,active,159,13992.00660231268,2020,14.25569944923824,0.7850747972658583,2025-01-13,69,18816.32724894522,0.24476104806374782,53.375513836560955,"{""co2"": 189.83745896396022, ""nox"": 44.34541322309848}",0.002368143982529075,0.03693507393351669,"{""engine_temp"": 208.08989591769162, ""oil_pressure"": 43.94967917451238, ""battery"": 13.358906313939631}",1.1695755161112396,595.0,,14
VEH0015,Nissan Patrol,79,Coaster,inactive,35,84808.98075496781,2021,12.40047729894705,0.9041488080610365,2025-02-22,69,1020.7841575043697,0.2299026435700674,34.66039464375231,"{""co2"": 236.6313984149559, ""nox"": 35.679532764312654}",0.004649589034680504,0.008141727634948737,"{""engine_temp"": 193.9699210312242, ""oil_pressure"": 53.09466553674474, ""battery"": 13.480696077292425}",1.7700525933882425,452.0,330.0,15
VEH0016,Isuzu D-Max,70,Coach,maintenance,255,69870.37944933477,2018,5.789396191400496,0.8112808194422162,2024-11-04,95,19258.051184776938,0.10293974451081327,37.4127760284863,"{""co2"": 299.0870056463665, ""nox"": 49.82936701069814}",0.0026361045339955294,0.008319161823863512,"{""engine_temp"": 218.43582548558453, ""oil_pressure"": 57.67536101094483, ""battery"": 12.811443327823808}",1.6353442905426114,704.0,261.0,16
VEH0017,Toyota Land Cruiser,50,Coach,maintenance,257,83660.61321338259,2019,8.268590815195914,0.5974864296346608,2024-12-04,49,19704.827495557867,0.1421374632281227,59.130577920624695,"{""co2"": 198.8992013868687, ""nox"": 42.8580773456815}",0.0021881395039961594,0.03619599561701023,"{""engine_temp"": 193.73397916435323, ""oil_pressure"": 62.89141209287579, ""battery"": 12.727471447663545}",1.2654909819730982,216.0,440.0,17
VEH0018,YuTong,45,Coach,active,26,65122.2593274619,2015,14.644761226380707,0.7680953945491669,2024-10-20,158,15821.062523860654,0.17839036468284192,30.80354567790603,"{""co2"": 121.41345277489597, ""nox"": 12.814182616984645}",0.009741177600876987,0.0026261125659924433,"{""engine_temp"": 180.5226386764901, ""oil_pressure"": 43.72519181612995, ""battery"": 13.793420518351757}",1.0290040758015044,31.0,255.0,18
VEH0019,Isuzu D-Max,78,Coach,inactive,227,44246.92454461746,2015,9.770640584797329,0.7677629097688103,2024-10-02,109,1147.1355102271384,0.2970090394517133,51.04402661694809,"{""co2"": 106.90077559366951, ""nox"": 34.67618505965179}",0.004945620766899622,0.02560510977022854,"{""engine_temp"": 217.61022429541214, ""oil_pressure"": 59.527916712614754, ""battery"": 12.065794549603588}",1.0002428477466219,630.0,49.0,19
VEH0020,YuTong,83,Coaster,inactive,38,42328.40191752479,2013,14.604616995308074,0.5902179620889595,2025-03-20,144,11553.089793183526,0.18479024319933585,50.20307850374201,"{""co2"": 128.18017726573376, ""nox"": 47.09437732461589}",0.007567874213224422,0.011676702388177522,"{""engine_temp"": 202.76297590350873, ""oil_pressure"": 58.95651783148193, ""battery"": 12.77734833908336}",1.5314305234462533,,23.0,20
VEH0021,Toyota Hilux,29,Coach,maintenance,204,13327.64114745062,2018,15.79872314842825,0.8278159883196021,2024-12-19,122,1110.618879407582,0.26754187561327314,56.64051115854273,"{""co2"": 220.90545718459413, ""nox"": 16.367963202503756}",0.0022478795834375885,0.009348904172628028,"{""engine_temp"": 192.89429281374976, ""oil_pressure"": 37.22242732722788, ""battery"": 13.022249539826419}",1.0887550795243754,719.0,,21
VEH0022,Toyota Land Cruiser,81,Coach,active,227,51806.385759759534,2017,17.690978314947873,0.5348388642866257,2025-01-28,69,4604.936739160594,0.27961578646344587,51.50623752821585,"{""co2"": 192.4320715793301, ""nox"": 25.520345497287437}",0.001439058884161668,0.03381453863819099,"{""engine_temp"": 182.42862807933415, ""oil_pressure"": 49.851225135681275, ""battery"": 12.592991857926098}",1.3182497282262386,608.0,287.0,22
VEH0023,Toyota Hilux,53,Coaster,inactive,83,48157.3025140019,2021,14.03302917105872,0.9916336101202032,2024-12-05,72,5219.878662153172,0.1316420466941684,33.788390545385255,"{""co2"": 219.95688313957908, ""nox"": 36.058468956047925}",0.002602632676858982,0.024318353728302104,"{""engine_temp"": 212.0139091830543, ""oil_pressure"": 66.2301141722254, ""battery"": 12.247123723754884}",0.8757987279266756,,349.0,23
VEH0024,Isuzu D-Max,38,Coach,active,64,81313.36798919787,2016,18.712083518991694,0.5326274028531071,2025-02-27,156,13598.598453728011,0.10010448996605238,39.77828687218562,"{""co2"": 150.4376305365106, ""nox"": 16.907922188150053}",0.009456559776648006,0.01189897066563331,"{""engine_temp"": 219.30931206689573, ""oil_pressure"": 40.4505663429496, ""battery"": 12.630786914503798}",1.8338207992992313,977.0,498.0,24
VEH0025,Nissan Patrol,71,Cab,active,208,35576.58654550885,2019,11.040763992625038,0.7858954449490616,2025-01-14,95,1976.4870377324835,0.2818803787370828,48.63286812517444,"{""co2"": 171.48396021161784, ""nox"": 23.216392189047717}",0.005143343741971487,0.0091409450822184,"{""engine_temp"": 212.00416353125752, ""oil_pressure"": 40.348577877679034, ""battery"": 12.915090959626175}",1.6730766122023961,,,25
VEH0026,Toyota Land Cruiser,76,Cab,inactive,268,69163.20133346805,2011,15.3384307494826,0.786304003848316,2025-01-06,96,1885.7154774157377,0.24716465370506752,48.14148380799159,"{""co2"": 218.7111368953412, ""nox"": 32.60615198473279}",0.0040842564293155775,0.009286673280720789,"{""engine_temp"": 219.0230766800117, ""oil_pressure"": 59.920551208624005, ""battery"": 13.83647410544216}",0.796642317041897,558.0,,26
VEH0027,Toyota Hilux,47,Coaster,inactive,16,47668.676164044125,2013,19.243182829692707,0.9690350695302956,2024-12-26,82,17527.444405445578,0.25876902369534327,42.56572759024958,"{""co2"": 137.6668762834068, ""nox"": 39.30527394965716}",0.005798627614775576,0.026909634844559775,"{""engine_temp"": 184.99282520540976, ""oil_pressure"": 36.87146519573223, ""battery"": 12.919736736386596}",0.6467163437474677,345.0,288.0,27
VEH0028,Toyota Land Cruiser,97,Coaster,inactive,47,7519.616460778046,2023,6.988533973478209,0.7420003151207674,2024-10-05,127,12141.25561239641,0.18750524899142634,58.88544460218935,"{""co2"": 218.57688405104005, ""nox"": 41.17218651143281}",0.007249894339576019,0.0423107272847928,"{""engine_temp"": 186.1738785844851, ""oil_pressure"": 32.55991572840657, ""battery"": 13.649764924641978}",0.8401108666837758,397.0,42.0,28
VEH0029,YuTong,78,Cab,active,47,8796.521828469506,2016,17.78519454275687,0.5087424882909533,2024-10-28,50,19588.074501111107,0.08899596708848713,59.47512346529324,"{""co2"": 191.1758176367535, ""nox"": 38.07536055030937}",0.007862838283480555,0.039494008158505116,"{""engine_temp"": 192.8142344920502, ""oil_pressure"": 31.048328256181055, ""battery"": 12.978488187828574}",1.539836976020581,621.0,414.0,29
VEH0030,YuTong,38,Coach,active,118,31251.63315225047,2019,6.92662130061758,0.5430440677378708,2024-11-22,51,14666.328339104066,0.24773932035844137,37.94084222902106,"{""co2"": 290.3131105101608, ""nox"": 24.29739603517726}",0.008854310783348876,0.03588062165479598,"{""engine_temp"": 195.13935803613094, ""oil_pressure"": 56.18876516519183, ""battery"": 13.746506141213814}",1.3775971988184332,820.0,306.0,30
VEH0031,Toyota Land Cruiser,36,Coach,inactive,228,66559.23002275865,2017,15.452603573770759,0.7096733402541358,2025-01-24,179,3873.92822853416,0.28651088237832356,47.69022864711366,"{""co2"": 196.80465416323563, ""nox"": 23.39876533294842}",0.009455432550282538,0.013413775855200073,"{""engine_temp"": 215.56261247404348, ""oil_pressure"": 67.14774521711416, ""battery"": 12.07829034813349}",0.7459096334422828,,321.0,31
VEH0032,YuTong,88,Cab,inactive,48,3911.560828546217,2013,7.509873574559512,0.614206697256164,2024-10-18,134,9731.38460979027,0.19344426541844112,34.633434331209685,"{""co2"": 186.34992820099887, ""nox"": 44.11541365376246}",0.005026914893182582,0.010643914694969333,"{""engine_temp"": 212.44943669806423, ""oil_pressure"": 37.954154988220374, ""battery"": 12.07309692592074}",1.1386512178962171,876.0,251.0,32
VEH0033,Isuzu D-Max,30,Coach,maintenance,197,40985.72746062911,2015,18.903121062689756,0.8206776289950195,2025-02-21,50,1835.4431710011424,0.10816667018300423,49.415599394573945,"{""co2"": 129.93699917792722, ""nox"": 12.484841925790242}",0.008708014594990755,0.00897765676608054,"{""engine_temp"": 185.3026669503781, ""oil_pressure"": 46.08738221517379, ""battery"": 13.022713775557643}",1.8235848797162715,273.0,277.0,33
VEH0034,YuTong,54,Cab,active,59,57725.675158371494,2021,14.092343521923462,0.6122642589542333,2025-03-22,87,15899.945936912987,0.16501121268533853,39.73529161654461,"{""co2"": 283.668065348754, ""nox"": 44.71784553474992}",0.00958469860400844,0.01616961949078554,"{""engine_temp"": 184.4100206013623, ""oil_pressure"": 49.437017633124874, ""battery"": 12.852136348330962}",1.4676651040060131,682.0,,34
VEH0035,Toyota Hilux,51,Cab,maintenance,181,73703.59460241019,2012,10.931091140469212,0.5209102554779032,2025-02-17,82,17164.522502163585,0.1141801651576058,50.55752248126763,"{""co2"": 224.2236390633114, ""nox"": 35.65135467746117}",0.004005830651389995,0.007822028483624266,"{""engine_temp"": 201.2218708447451, ""oil_pressure"": 35.70209978219745, ""battery"": 13.149626903323282}",0.6262952712333096,67.0,,35
VEH0036,Nissan Patrol,75,Coach,inactive,180,3159.743609637266,2019,16.180220570443197,0.848072858655532,2024-11-06,148,4783.476348887411,0.12401236880137038,59.25017255954927,"{""co2"": 289.6255135892254, ""nox"": 36.01432403366723}",0.006169286600535425,0.027949971551786485,"{""engine_temp"": 198.2578817082832, ""oil_pressure"": 36.492963763118034, ""battery"": 13.680630678452422}",1.8028401964756575,,,36
VEH0037,Nissan Patrol,49,Cab,active,233,1595.915511813234,2014,7.378414945419326,0.8864140261037645,2025-03-08,48,19959.50433428065,0.1497507633886186,49.486574777333196,"{""co2"": 150.43876040010878, ""nox"": 13.77754096605528}",0.00369690637881951,0.02898497731818786,"{""engine_temp"": 210.66352390208826, ""oil_pressure"": 30.93198278527995, ""battery"": 12.057573335624767}",0.5320813517328806,132.0,294.0,37
VEH0038,YuTong,83,Cab,maintenance,197,57766.48367266574,2021,11.720135145392728,0.8024619632920229,2025-02-27,170,10428.697645976612,0.05359063020674186,33.729659979471165,"{""co2"": 246.24955292725525, ""nox"": 40.92887508754473}",0.009332030159392553,0.02716462719143492,"{""engine_temp"": 200.85364176437025, ""oil_pressure"": 33.94771181743891, ""battery"": 13.741997329501773}",1.2678008179907112,331.0,353.0,38
VEH0039,Isuzu D-Max,58,Coach,maintenance,198,45816.250752160595,2011,6.707642354381263,0.6003431525316932,2025-03-05,148,16144.454373703213,0.19421883067457257,33.24391490334233,"{""co2"": 126.41074847837426, ""nox"": 37.53091059549011}",0.0017387164269680273,0.04439538454936214,"{""engine_temp"": 209.27278367236184, ""oil_pressure"": 68.21526293927843, ""battery"": 12.635793549608463}",1.515306761079082,44.0,314.0,39
VEH0040,Toyota Hilux,50,Cab,active,151,66060.92062139112,2010,11.921353551352697,0.6134721759154065,2024-11-06,61,18504.382442630304,0.16838197458396326,35.158914875840566,"{""co2"": 181.45154263517674, ""nox"": 14.894456213985038}",0.0040276114316597405,0.04542012350192841,"{""engine_temp"": 192.50309475423367, ""oil_pressure"": 50.44156635316549, ""battery"": 12.72996291578736}",1.8245017266220254,493.0,,40
VEH0041,Toyota Hilux,31,Coaster,active,268,28254.38135146498,2023,12.682940740051205,0.6659923015926137,2024-10-07,177,16392.22227283043,0.2016217371564034,41.72589360501131,"{""co2"": 222.40616383971826, ""nox"": 29.954476479097902}",0.0030850981745465075,0.03546040933046258,"{""engine_temp"": 203.41059857948338, ""oil_pressure"": 37.87533594084032, ""battery"": 13.261897822278577}",0.8623181780293102,963.0,,41
VEH0042,YuTong,94,Coach,inactive,46,95030.67267500931,2021,19.7998587436799,0.5798955623699154,2025-02-06,87,14927.87389672694,0.10291346735786279,53.91702508521364,"{""co2"": 104.37549926904649, ""nox"": 17.784098846924156}",0.008141517166879456,0.006843299341599292,"{""engine_temp"": 195.53097281352757, ""oil_pressure"": 50.193692348031874, ""battery"": 12.613231852688688}",0.5444571402750267,166.0,,42
VEH0043,Nissan Patrol,95,Coach,active,166,64502.29805054434,2014,15.07623093960318,0.9300592432096086,2024-10-16,101,19928.839548599717,0.25769553476627777,38.13222773560467,"{""co2"": 241.4292604369353, ""nox"": 43.45243860333288}",0.0015881806362336064,0.027488474588570944,"{""engine_temp"": 214.56210721018633, ""oil_pressure"": 39.89441521064783, ""battery"": 12.429448385640992}",1.7460312525351267,,344.0,43
VEH0044,Toyota Hilux,84,Cab,inactive,223,98119.4056714166,2020,9.703137831983385,0.5300322887092802,2024-10-30,171,12100.31952206248,0.11239528927305402,35.53370293910343,"{""co2"": 179.5549873571946, ""nox"": 12.636268740910722}",0.004791350542775428,0.03067590825413997,"{""engine_temp"": 210.76987769465106, ""oil_pressure"": 58.98348938259074, ""battery"": 12.646925580092077}",1.839176533256706,,,44
VEH0045,YuTong,74,Cab,maintenance,102,85998.65246976704,2016,11.167116716127161,0.7033659614681427,2025-01-01,47,12707.327370699271,0.27701391399947517,35.09100802444929,"{""co2"": 221.2456671151583, ""nox"": 25.46912565549176}",0.006211637537581859,0.03965453350759122,"{""engine_temp"": 199.8749530354329, ""oil_pressure"": 69.39065370226189, ""battery"": 13.586112577872022}",0.6092103279043499,986.0,413.0,45
VEH0046,Isuzu D-Max,37,Coaster,maintenance,215,33298.79830992342,2011,6.063047385453412,0.6415715936530739,2024-10-03,61,17755.951210875843,0.1725102898243574,47.10641153417536,"{""co2"": 108.66419412434298, ""nox"": 48.525899146100194}",0.009468661565019687,0.034291212233720496,"{""engine_temp"": 211.02323660285612, ""oil_pressure"": 33.9704113621863, ""battery"": 12.329167199116139}",1.74884760077525,826.0,399.0,46
VEH0047,YuTong,53,Coach,inactive,147,52814.231255677565,2010,7.438394728847959,0.5262627567791545,2025-01-25,81,7536.435898741254,0.08076024402161268,34.625818830533056,"{""co2"": 158.98132000674494, ""nox"": 10.937661321435348}",0.001743448876018011,0.04338914762530491,"{""engine_temp"": 217.33562851309324, ""oil_pressure"": 63.82921873200322, ""battery"": 12.533894192073198}",1.8891564695501104,269.0,,47
VEH0048,YuTong,60,Coach,maintenance,235,10433.729436798347,2014,9.640450569652725,0.8855290976589709,2024-11-13,149,14340.67618235235,0.12630919545428648,36.63743319594879,"{""co2"": 231.86091076220086, ""nox"": 46.52933355276889}",0.00597869838178781,0.046387570342529445,"{""engine_temp"": 201.14823849402904, ""oil_pressure"": 58.15525588712311, ""battery"": 12.383732349776187}",1.9592114116913262,364.0,238.0,48
VEH0049,Isuzu D-Max,95,Cab,maintenance,135,26873.14528745216,2013,9.736460084404758,0.5938060671133374,2024-10-11,89,14259.654545331334,0.2836963127296286,33.57860300352393,"{""co2"": 219.80692273268284, ""nox"": 19.419640545700293}",0.0014572772209882055,0.022272216088167835,"{""engine_temp"": 186.65063066612146, ""oil_pressure"": 50.79420408447184, ""battery"": 12.093688255798924}",0.7791223882969682,629.0,483.0,49
VEH0050,YuTong,90,Coach,active,295,96833.95201899076,2023,11.3157101596667,0.8113814733760463,2024-11-30,44,8482.482644213682,0.20061531212684663,52.29791932117318,"{""co2"": 177.01032092737674, ""nox"": 42.97657159335911}",0.0028159764419407544,0.04244087271793422,"{""engine_temp"": 217.71629416866267, ""oil_pressure"": 32.02512053476008, ""battery"": 13.949476541840227}",0.7144183560212843,,297.0,50
VEH0051,Toyota Land Cruiser,82,Coach,maintenance,130,46024.24200633744,2016,5.806345649981733,0.7519493964390415,2024-10-07,155,16449.71462085552,0.20344265666005118,46.481417260769554,"{""co2"": 138.8342477161407, ""nox"": 45.53561808492856}",0.009353822922407055,0.022320974250495205,"{""engine_temp"": 187.29898487090247, ""oil_pressure"": 35.09601728293128, ""battery"": 13.59557655943648}",1.666155904843401,39.0,37.0,51
VEH0052,Toyota Hilux,99,Coaster,active,83,95753.89424822532,2014,17.65622594319488,0.889694992812571,2024-11-10,173,11951.614294707677,0.13208576593210292,30.48724722901701,"{""co2"": 161.20952184494203, ""nox"": 29.23839667911289}",0.009099460993803338,0.03999669016206293,"{""engine_temp"": 180.92778292863923, ""oil_pressure"": 56.64976048809992, ""battery"": 12.585371716317255}",1.4900774994138093,428.0,,52
VEH0053,Toyota Land Cruiser,29,Coach,inactive,37,74140.68370377338,2011,5.916498340089486,0.9455810903247158,2025-03-19,162,19176.290730459892,0.2795639559343709,46.512003519998785,"{""co2"": 186.6233169681786, ""nox"": 10.435451455212444}",0.00666005407568892,0.02352711531915522,"{""engine_temp"": 185.12401425775218, ""oil_pressure"": 47.59198286945579, ""battery"": 13.465233402590034}",1.2143994193078624,755.0,376.0,53
VEH0054,Toyota Hilux,97,Coaster,active,254,34751.563675666395,2017,12.014218495805945,0.8023582714049893,2025-02-18,81,6917.264693126497,0.07044402551711722,30.881261664351626,"{""co2"": 203.87809641267046, ""nox"": 13.504062855493824}",0.0067196482749464145,0.021879122627583333,"{""engine_temp"": 201.63133171063578, ""oil_pressure"": 33.593502674557804, ""battery"": 13.061098060190522}",1.7260252390819342,,350.0,54
VEH0055,Toyota Hilux,49,Coach,inactive,39,83111.20065264154,2020,16.48788289687348,0.6041576284080357,2025-01-24,81,16538.404543909768,0.2847288573803038,55.792767700529865,"{""co2"": 283.4415365899616, ""nox"": 37.84454852972452}",0.008964622489646246,0.0038552589465591543,"{""engine_temp"": 184.94247661499992, ""oil_pressure"": 35.68953777272958, ""battery"": 12.694070952873826}",0.7238566202890453,,,55
VEH0056,Isuzu D-Max,99,Cab,maintenance,215,67551.3801121547,2018,13.362261019750393,0.7073951400543983,2024-11-26,54,19754.317005525038,0.27339031216434717,51.05586577130629,"{""co2"": 175.70782422163558, ""nox"": 28.17730489860326}",0.009951269668312016,0.028684146525985638,"{""engine_temp"": 192.5804080927394, ""oil_pressure"": 62.3610903972257, ""battery"": 13.12478730902319}",1.2333212683654209,344.0,36.0,56
VEH0057,Isuzu D-Max,41,Cab,maintenance,129,87451.73031246831,2010,15.524401154220907,0.5353769965872069,2024-11-18,40,3266.0388302017013,0.13066172028663492,34.861709739805924,"{""co2"": 205.10647562866677, ""nox"": 47.76219968673748}",0.004129071560587703,0.013258134712852154,"{""engine_temp"": 199.36375637210057, ""oil_pressure"": 35.77517201742369, ""battery"": 12.927823364094106}",1.9553866962847897,,240.0,57
VEH0058,YuTong,59,Coaster,maintenance,90,29485.275246487807,2020,15.078377690107637,0.7173875717823912,2025-03-08,50,4964.996973393776,0.2391198740114911,52.310296282707014,"{""co2"": 120.71651462423445, ""nox"": 48.77460499960182}",0.004503299480654969,0.038564004777955505,"{""engine_temp"": 190.40455956601087, ""oil_pressure"": 52.21132720021453, ""battery"": 12.168133794489139}",0.824651289507083,754.0,,58
VEH0059,Nissan Patrol,61,Cab,inactive,230,67290.25164199735,2014,17.568946020632065,0.9778745171293971,2024-12-06,141,1635.492622697624,0.0563894089332921,33.86117666526841,"{""co2"": 264.91704398508443, ""nox"": 36.41248418204664}",0.00969076936882711,0.021087484619568803,"{""engine_temp"": 198.75589532989136, ""oil_pressure"": 36.25561150694962, ""battery"": 13.021191517846043}",1.241934110984841,932.0,382.0,59
VEH0060,Nissan Patrol,40,Coach,maintenance,232,14507.9066675704,2021,6.173541362792081,0.6431393624197809,2024-12-15,97,14709.739367555232,0.19621100755435994,54.65404678165647,"{""co2"": 142.14313426488673, ""nox"": 36.628180102327846}",0.005273405228932788,0.01618990978304208,"{""engine_temp"": 214.9485828963925, ""oil_pressure"": 44.871537502870225, ""battery"": 13.67639342442089}",1.7443818060585423,726.0,250.0,60
VEH0061,Nissan Patrol,85,Coaster,maintenance,51,20728.915822898984,2015,13.046929529605121,0.5817524524530694,2025-01-10,90,9076.140421913427,0.2684045743535638,54.64615819569221,"{""co2"": 231.2431590346297, ""nox"": 30.40815881521832}",0.003700232818140673,0.04897568012697432,"{""engine_temp"": 189.85986711166942, ""oil_pressure"": 50.560861896430694, ""battery"": 13.286928292702052}",0.9557766532748697,243.0,373.0,61
VEH0062,YuTong,95,Coach,active,25,76612.40460118906,2016,14.485587754417669,0.7315027680995776,2024-11-21,179,9675.583428461407,0.283413097033301,46.548380654252114,"{""co2"": 286.15023095913125, ""nox"": 16.62876967561624}",0.0037715607717168633,0.012555821388023084,"{""engine_temp"": 197.73646418313547, ""oil_pressure"": 50.74805670958269, ""battery"": 13.110408178538114}",1.148414516724848,,109.0,62
VEH0063,Nissan Patrol,49,Coach,maintenance,61,87375.85440037261,2020,6.863229556078464,0.6948327546631161,2024-11-02,118,4984.403920891442,0.15167775402121375,58.68275839579172,"{""co2"": 277.16434235137876, ""nox"": 22.34739602377246}",0.007848292137690782,0.03368055736349619,"{""engine_temp"": 208.52362673725082, ""oil_pressure"": 45.250530802651575, ""battery"": 12.931371132444104}",1.0530847032274215,20.0,410.0,63
VEH0064,Nissan Patrol,50,Coaster,maintenance,251,26590.684194090994,2020,15.71768719318526,0.7799031958596117,2024-11-08,125,7847.536762288305,0.20737860234365912,35.24455621096249,"{""co2"": 218.7346991943305, ""nox"": 45.71298166811863}",0.007274909659592739,0.03447440501496355,"{""engine_temp"": 194.3280002328795, ""oil_pressure"": 65.2696635908344, ""battery"": 12.196345080722189}",1.2723367174793223,293.0,159.0,64
VEH0065,Toyota Hilux,66,Coach,inactive,257,72010.0840873256,2014,19.269050626470232,0.8906254284428019,2025-03-23,104,6438.320734229681,0.21496893974346482,45.095593213395574,"{""co2"": 243.80490469200802, ""nox"": 48.29692786257561}",0.008441782325977917,0.0263158450756921,"{""engine_temp"": 218.37917668269608, ""oil_pressure"": 49.43691615370545, ""battery"": 13.813560860711908}",1.0187021655277113,921.0,267.0,65
