route_code,cost,start_location,end_location,estimated_travel_time,distance,avg_traffic_density,avg_fuel_consumption,historical_delays,weather_risk_factor,time_of_day_efficiency,day_of_week_efficiency,seasonal_factors,complexity_score,historical_incidents,id
R011,183.34129916849443,Kigali,Karongi (Kibuye),3.2103301605177297,161.55087223886198,0.8,19.07107391670214,30.335811519664585,0.4275200423531549,"{""0"": 0.9770546107922027, ""1"": 0.7862491950541887, ""2"": 0.7156819098438472, ""3"": 0.8604366991073629, ""4"": 0.7516358158569105, ""5"": 0.8665420880796446, ""6"": 0.7053962012158279, ""7"": 0.6415439594970526, ""8"": 0.5863723933282406, ""9"": 0.923830522468256, ""10"": 0.9387884813097879, ""11"": 0.7267328220799254, ""12"": 0.9036675021537142, ""13"": 0.9983238571301587, ""14"": 0.7874708072483111, ""15"": 0.7443468067006325, ""16"": 0.9717014567510232, ""17"": 0.5028332131730867, ""18"": 0.6681231762005746, ""19"": 0.9414129433598661, ""20"": 0.93744254521389, ""21"": 0.9705995940861298, ""22"": 0.814902840270807, ""23"": 0.8901175267141844}","{""0"": 0.9292046903615933, ""1"": 0.8158390063466625, ""2"": 0.9357106393855906, ""3"": 0.853134524622714, ""4"": 0.9683609004882243, ""5"": 0.9139053674948933, ""6"": 0.850647054954268}","{""winter"": 0.7001735014378822, ""spring"": 0.8192421636604368, ""summer"": 0.9082979033713925, ""fall"": 0.9981356183435057}",3.9575511986910494,4,11
R012,111.02033111748275,Kigali,Rwamagana,1.6503368591216327,94.80536147022221,0.8,16.20924095778431,33.02335591013174,0.6369009732986903,"{""0"": 0.9122754688556791, ""1"": 0.9743879158559535, ""2"": 0.9137440846239264, ""3"": 0.796703897272275, ""4"": 0.8264710759370069, ""5"": 0.7945925565384766, ""6"": 0.8569098360205258, ""7"": 0.6308929720926005, ""8"": 0.5091688487699251, ""9"": 0.9556930352655049, ""10"": 0.9249736749990989, ""11"": 0.7629986957278423, ""12"": 0.9648549785406311, ""13"": 0.9780622297911917, ""14"": 0.9150159890099443, ""15"": 0.9182525212082083, ""16"": 0.9993561428285842, ""17"": 0.5382250132430916, ""18"": 0.6569057132622333, ""19"": 0.7655171655056715, ""20"": 0.7770442887578697, ""21"": 0.7063492648613375, ""22"": 0.7392527895124398, ""23"": 0.742531972937332}","{""0"": 0.9327971947775305, ""1"": 0.9062013883235553, ""2"": 0.800293428162824, ""3"": 0.8515009452121651, ""4"": 0.9348017831096186, ""5"": 0.8392944214412141, ""6"": 0.8531773160353133}","{""winter"": 0.7138985857218955, ""spring"": 0.7071898080417132, ""summer"": 0.9977577806784532, ""fall"": 0.9012714030391191}",7.935488196494177,8,12
R013,124.60784961673058,Kigali,Kirehe,3.7691277520580804,162.94224104952553,0.8,10.526340818043614,39.98977228551968,0.35349894819235567,"{""0"": 0.770458220233072, ""1"": 0.899736602628769, ""2"": 0.9619763358528721, ""3"": 0.9260234012109164, ""4"": 0.7254217152678472, ""5"": 0.8646001863119569, ""6"": 0.751131258043754, ""7"": 0.6021995764851471, ""8"": 0.5055264952461915, ""9"": 0.713387537108417, ""10"": 0.8738909286304692, ""11"": 0.9404148161428487, ""12"": 0.9805669108855029, ""13"": 0.9241558223909229, ""14"": 0.7501301178564653, ""15"": 0.7135391946910813, ""16"": 0.8588481194666103, ""17"": 0.5472688092942516, ""18"": 0.600819979741901, ""19"": 0.7231031214996064, ""20"": 0.7794104080492994, ""21"": 0.7858764899972968, ""22"": 0.9290201555549401, ""23"": 0.7387499222289776}","{""0"": 0.8386444189184571, ""1"": 0.811841779477099, ""2"": 0.8273470831158408, ""3"": 0.8151397377214329, ""4"": 0.9399123513052929, ""5"": 0.8699366893972226, ""6"": 0.801199442062737}","{""winter"": 0.798254669951393, ""spring"": 0.8912478342866229, ""summer"": 0.9827553970834791, ""fall"": 0.9544766590729256}",5.414065552775659,0,13
R014,76.09713498616767,Kigali,Huye (Butare),1.4760277871784304,85.47644650105767,0.8,14.854402267895445,12.746386552551542,0.7733167089192327,"{""0"": 0.8243361081303459, ""1"": 0.9735477023000036, ""2"": 0.7688773241974225, ""3"": 0.8280348772950631, ""4"": 0.7395156248273043, ""5"": 0.7628619886995381, ""6"": 0.892758376729848, ""7"": 0.6232620134666916, ""8"": 0.5122103279863075, ""9"": 0.7824405142599928, ""10"": 0.7099285500759532, ""11"": 0.8405356336023352, ""12"": 0.9363577276293289, ""13"": 0.8673401304002193, ""14"": 0.7726580775297681, ""15"": 0.8964509581794107, ""16"": 0.9541775954431848, ""17"": 0.5612746063216132, ""18"": 0.6463880047143968, ""19"": 0.8478518698797362, ""20"": 0.9573405996784021, ""21"": 0.8752978841348131, ""22"": 0.7617109950244833, ""23"": 0.8395815152032741}","{""0"": 0.8788823622805477, ""1"": 0.9523823238086423, ""2"": 0.865995659413924, ""3"": 0.9579729554157644, ""4"": 0.9553860845850974, ""5"": 0.882839568128105, ""6"": 0.8881718425189759}","{""winter"": 0.7193705849198668, ""spring"": 0.8561525407853318, ""summer"": 0.9476672090786079, ""fall"": 0.9457297234666239}",4.322564254464561,14,14
R015,45.16495852275264,Kigali,Rwamagana,1.806222676374164,75.36332604247279,0.8,20.17607239993809,22.898069425574363,0.5518060534655058,"{""0"": 0.8267678196170516, ""1"": 0.7728869372826015, ""2"": 0.8942036304664118, ""3"": 0.7206102253755583, ""4"": 0.806261827324825, ""5"": 0.846655641333827, ""6"": 0.809837679969525, ""7"": 0.620099648765092, ""8"": 0.5714241157059166, ""9"": 0.7576096183731448, ""10"": 0.712861495280175, ""11"": 0.717301358504549, ""12"": 0.7354246991112744, ""13"": 0.9838062749133372, ""14"": 0.9340301772640945, ""15"": 0.7262460019099176, ""16"": 0.9367966622976416, ""17"": 0.5125777589748093, ""18"": 0.6511130865958737, ""19"": 0.7502218192582185, ""20"": 0.9758152249514889, ""21"": 0.8673930120126108, ""22"": 0.8397598329336464, ""23"": 0.77578802137461}","{""0"": 0.890059043986485, ""1"": 0.9268902742958036, ""2"": 0.9737964416028075, ""3"": 0.9283966845871015, ""4"": 0.8083586153232641, ""5"": 0.9413490503593179, ""6"": 0.88719163991476}","{""winter"": 0.7692016338458998, ""spring"": 0.7347872214041521, ""summer"": 0.9386649704792391, ""fall"": 0.975931224742347}",5.661352695326552,14,15
R016,87.13141300525491,Kigali,Muhanga (Gitarama),2.4155003216896884,97.96935710117694,0.8,19.16081152766182,42.67377194605864,0.8191186929070888,"{""0"": 0.9443225103870632, ""1"": 0.8632586018018072, ""2"": 0.9845658216856983, ""3"": 0.839648773811998, ""4"": 0.8505234834435023, ""5"": 0.746523549349957, ""6"": 0.8103960746062292, ""7"": 0.6669298138475686, ""8"": 0.5187840865850795, ""9"": 0.8947735568552159, ""10"": 0.7529549989336047, ""11"": 0.8356837430814593, ""12"": 0.7235568268521066, ""13"": 0.7959171247803278, ""14"": 0.7890725910107943, ""15"": 0.7688843648473018, ""16"": 0.8913599593525119, ""17"": 0.560383548453616, ""18"": 0.6650945446051976, ""19"": 0.8469329994571319, ""20"": 0.7078964402887682, ""21"": 0.8568482894191585, ""22"": 0.8284792546927324, ""23"": 0.7883467719530365}","{""0"": 0.8691429131766475, ""1"": 0.9477301834056453, ""2"": 0.818309453780545, ""3"": 0.9067382137026225, ""4"": 0.94163836700671, ""5"": 0.8233255246979905, ""6"": 0.8187994094541075}","{""winter"": 0.6567266513005757, ""spring"": 0.8286551566074561, ""summer"": 0.9976430980909001, ""fall"": 0.9177366768941114}",7.9925782660594695,6,16
R017,50.476559890855384,Kigali,Rusizi (Cyangugu),1.4008707563503857,73.82138387275796,0.8,24.185586062993753,36.83086062291362,0.5515839719945566,"{""0"": 0.9145436075465201, ""1"": 0.7707677189128536, ""2"": 0.9698186135716005, ""3"": 0.961708149602184, ""4"": 0.9025709578065342, ""5"": 0.7381550941225598, ""6"": 0.9753090120851831, ""7"": 0.6194443633765444, ""8"": 0.5937734798023878, ""9"": 0.8805286074365588, ""10"": 0.9558243439695285, ""11"": 0.8286804196602113, ""12"": 0.9967764874357063, ""13"": 0.7895844220943075, ""14"": 0.9227083628296269, ""15"": 0.9795026001394622, ""16"": 0.8124011827151982, ""17"": 0.5431209863575046, ""18"": 0.6341656017181851, ""19"": 0.7831490729760627, ""20"": 0.9633630548073152, ""21"": 0.8731205479782869, ""22"": 0.9816681587606295, ""23"": 0.752051297443308}","{""0"": 0.899644511316858, ""1"": 0.966449626937355, ""2"": 0.9833463458357878, ""3"": 0.9632660143366398, ""4"": 0.9049877883911189, ""5"": 0.9364788355658042, ""6"": 0.8382922138719705}","{""winter"": 0.7266653142188764, ""spring"": 0.8864648995043785, ""summer"": 0.9707916995624093, ""fall"": 0.9401939363388968}",7.170571674293745,0,17
R018,99.67072532236598,Karongi (Kibuye),Kigali,2.013269767434213,104.85899153987414,0.8,8.288834612947689,13.955899791639808,0.8539120908341309,"{""0"": 0.8605661799801338, ""1"": 0.7792161565480928, ""2"": 0.9590646857406673, ""3"": 0.8498316709530495, ""4"": 0.9351015647999553, ""5"": 0.9464404249574897, ""6"": 0.7208574263397737, ""7"": 0.6547105572550047, ""8"": 0.5040902724660324, ""9"": 0.8315900326000072, ""10"": 0.8441099965070251, ""11"": 0.7944102350890673, ""12"": 0.8561074318554933, ""13"": 0.9635898409018282, ""14"": 0.773379778487713, ""15"": 0.8224238417670152, ""16"": 0.9024282986111094, ""17"": 0.542767151075049, ""18"": 0.6334926907921328, ""19"": 0.7426700500583178, ""20"": 0.7175289693170983, ""21"": 0.9737542230190296, ""22"": 0.8881703569841853, ""23"": 0.855925478107993}","{""0"": 0.929366901256766, ""1"": 0.9452572863855784, ""2"": 0.8778321576215872, ""3"": 0.8355673422120545, ""4"": 0.9389939510542031, ""5"": 0.9541196020793119, ""6"": 0.9744912330253773}","{""winter"": 0.6352446676893089, ""spring"": 0.886503162921955, ""summer"": 0.9625075267913363, ""fall"": 0.9029166743860266}",3.3364529717000146,3,18
R019,101.11528518173435,Ngoma,Kigali,1.5451625911920266,89.76367058258481,0.8,22.473871977470246,18.364363655258508,0.7648265680276161,"{""0"": 0.7665626533061858, ""1"": 0.9966596596199557, ""2"": 0.8304462506268923, ""3"": 0.7739662152667293, ""4"": 0.979633131283212, ""5"": 0.9608129685694303, ""6"": 0.7698517982196447, ""7"": 0.6845064568576057, ""8"": 0.5936621408071511, ""9"": 0.7733642678207318, ""10"": 0.7012178239106778, ""11"": 0.8311358084242007, ""12"": 0.8892764021528273, ""13"": 0.936200641393369, ""14"": 0.7980770813754812, ""15"": 0.9701777934802682, ""16"": 0.8583617111731769, ""17"": 0.5395971738715002, ""18"": 0.6953539976339428, ""19"": 0.8410094187933017, ""20"": 0.723387542396238, ""21"": 0.8920082691494793, ""22"": 0.7342033016615385, ""23"": 0.9669292742606634}","{""0"": 0.8417143671579296, ""1"": 0.9698986363155497, ""2"": 0.956627877719519, ""3"": 0.8975782733004435, ""4"": 0.9616217842982573, ""5"": 0.8826100756768335, ""6"": 0.931579073610296}","{""winter"": 0.620064424707388, ""spring"": 0.7742782300368838, ""summer"": 0.9921547442339957, ""fall"": 0.9954938896599186}",6.310327748189987,7,19
R020,105.0851337179796,Muhanga (Gitarama),Kigali,1.7117143693471968,93.42287592133286,0.8,16.243933168054674,44.80009539555779,0.7196448113360066,"{""0"": 0.7849872740951063, ""1"": 0.8916208282210224, ""2"": 0.8761371367556199, ""3"": 0.7474069079539307, ""4"": 0.7730440582632179, ""5"": 0.8147982099748876, ""6"": 0.7986086718338812, ""7"": 0.6061347451484529, ""8"": 0.5327048236532077, ""9"": 0.9095769457765075, ""10"": 0.7618903438029998, ""11"": 0.9866368620598021, ""12"": 0.9259185786513664, ""13"": 0.9286963413885579, ""14"": 0.9051725094036149, ""15"": 0.9772550019115374, ""16"": 0.7114224310143775, ""17"": 0.5266717118141503, ""18"": 0.6171083236645715, ""19"": 0.9760776102066384, ""20"": 0.9192092792623405, ""21"": 0.8506459420093058, ""22"": 0.9659663813818743, ""23"": 0.9065940719167834}","{""0"": 0.9142294721869816, ""1"": 0.8643898092066442, ""2"": 0.8034441706891777, ""3"": 0.9376288478456596, ""4"": 0.938229018298444, ""5"": 0.8331111215715724, ""6"": 0.9430818385637355}","{""winter"": 0.609963513012405, ""spring"": 0.7323679251896245, ""summer"": 0.9971898130230109, ""fall"": 0.9637199616529415}",4.538749254981345,8,20
R021,93.07548670237617,Nyanza,Kigali,2.0308910717363737,99.2439612369503,0.8,24.669151253757672,22.19560800459832,0.6887368452612891,"{""0"": 0.7968728456319866, ""1"": 0.9559981867128349, ""2"": 0.8219231031345351, ""3"": 0.9371698193833959, ""4"": 0.8259232856414287, ""5"": 0.7150375595966796, ""6"": 0.9342797573022324, ""7"": 0.6576648683462433, ""8"": 0.5342105118870502, ""9"": 0.8834067834615719, ""10"": 0.9106653110992682, ""11"": 0.7657691246158861, ""12"": 0.9659687990087963, ""13"": 0.83760980107504, ""14"": 0.7813023271294499, ""15"": 0.9499757669200296, ""16"": 0.8766429478823817, ""17"": 0.5900896219698196, ""18"": 0.6705071077674029, ""19"": 0.7544218968272409, ""20"": 0.9313530920496067, ""21"": 0.9469839137396401, ""22"": 0.9844363920574605, ""23"": 0.9117087781921429}","{""0"": 0.9208843299309885, ""1"": 0.8065384569593281, ""2"": 0.814586110409083, ""3"": 0.8562756688679019, ""4"": 0.9967987170452879, ""5"": 0.9597554638133391, ""6"": 0.9238251220821909}","{""winter"": 0.6439653652140043, ""spring"": 0.8421483995031107, ""summer"": 0.9370958404549828, ""fall"": 0.9969806689012797}",4.591835495309143,7,21
R022,81.7051511598567,Nyamagabe,Kigali,1.4621962155361439,61.816304658202,0.8,8.681517983470979,19.607632649547984,0.38665283906945425,"{""0"": 0.9100655476117758, ""1"": 0.7911921195793765, ""2"": 0.9986759804812879, ""3"": 0.8559151040590944, ""4"": 0.7961713885555576, ""5"": 0.9929758309911543, ""6"": 0.9465863641488964, ""7"": 0.6660462546020732, ""8"": 0.5385417124545084, ""9"": 0.7686538135578506, ""10"": 0.7062937715190657, ""11"": 0.7988028002035488, ""12"": 0.7524499179236348, ""13"": 0.9145574481673103, ""14"": 0.9542105929227033, ""15"": 0.7059571366352632, ""16"": 0.9164303226941741, ""17"": 0.5113790260091197, ""18"": 0.6071069461920441, ""19"": 0.8987118435022698, ""20"": 0.7091499768373563, ""21"": 0.7224707696390436, ""22"": 0.767832938340836, ""23"": 0.7078270217889108}","{""0"": 0.9496430263191282, ""1"": 0.8188244073925339, ""2"": 0.9685040930131886, ""3"": 0.9167402251214732, ""4"": 0.8532603057374201, ""5"": 0.8028275780259473, ""6"": 0.9406096845713164}","{""winter"": 0.7406023916149032, ""spring"": 0.8847789318851297, ""summer"": 0.9807945233717283, ""fall"": 0.9857673089571233}",5.307014149396329,0,22
